ConversationID,Q,A,SecondBestAnswer,ThirdBestAnswer,FourthBestAnswer,FifthBestAnswer,SixthBestAnswer
9,What's your favorite memory from university?,Ooh. My favorite memories from university is I I think just two things. All the places that I've been to and my parents being here for graduation was phenomenal.,"New York was definitely my most favorite place on earth and that's why I hope that in the future I'll be able to go back but I will have to sort out the visa issue and all that because I have... hum, I am a citizen of Moldova which is not the European Union so it will be tough to get a visa.","I loved Buenos Aires because I learned Spanish in the semester, but it was close to Romanian so again. But in New York, I loved the city so much that I really want to go back.","So as the graduation speaker said after this university being in such a diverse environment where people are so accepting and nice and intelligent, after you go out in the world there's not such a concentrated community of this type of people anymore. So I'm actually terrified of that. I don't know. I'll really miss being surrounded by spectacular, brilliant people all the time. And I'll miss my friends a lot. And I think I'll miss studying as well. I love studying. But I'm also tired of it. I want to go into the world, but I know I'll miss it.",,
9,Favorite place you've traveled to during your four years here?,New York City is definitely my favorite place. Do you want me to tell you why?,My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,"I feel like New York is very vibrant. Everything is happening there. It's the hub of music, both the music industry and the finance world. Exactly and just I love the architecture. It's very it's quite futuristic even though some people might say it's dirty in some places but I love that it's always awake and people aren't overly polite nor actually overly rude because Eastern Europeans are quite cold in general. So I felt like it was a great balance. And there are many many people and so many diverse people and languages and so many cultures.",New York is lovely. It's my favorite place.,,
9,"Yes, I'd like to know why you like New York City..",I like New York City because it's just always alive. There's something happening at all times and there are people from all cultural backgrounds and it's very real. People don't fake what they feel. They tell you what they feel.,"I feel like New York is very vibrant. Everything is happening there. It's the hub of music, both the music industry and the finance world. Exactly and just I love the architecture. It's very it's quite futuristic even though some people might say it's dirty in some places but I love that it's always awake and people aren't overly polite nor actually overly rude because Eastern Europeans are quite cold in general. So I felt like it was a great balance. And there are many many people and so many diverse people and languages and so many cultures.",,,,
9,Do you have any favorite spots around New York City?,I do love Washington Square Park and I love Central Park a lot. I love biking around Central Park.,,,,,
9,Which dorm did you live in New York City?,"I lived in Palladium. Although at first I wanted to go to Gramercy they gave me Palladium, but then I didn't regret it because it's so close to everything. It's lovely.",,,,,
9,Do you have any favorite street food spots around New York City?,The one in front of Palladium. Because there's the food carts. Right in front so you don't have to go far. But Palladium also has a great canteen. Again you don't have to go far to eat.,,,,,
9,What's your favorite thing to do when you're back home?,When I'm back home I love hanging out with my old friends. If they're there. And I love going to restaurants and spending my money that I earn here there. Because it's worth way more in Moldova right? The conversion rate. Then I feel rich and I eat good Moldovan food.,I love drawing sometimes but abstract basically that link. I loved volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.,"Yeah. There's cherries at the end of May. Like right now probably, but I'm not there.","I love clubs so I definitely love pre-drinking at home with my friends. Then go there drunk right away. I love clubbing because I love dancing and usually clubs have like a little bar place too. So I don't see why you would go just to a bar cause the music is so loud, it's so hard to speak.",,
9,Do you feel you've lost touch with your friends or family after coming to college?,Ooff. I feel... Some of them. But I feel like my real friends are still there for me even though we don't talk much and I would be there for them. And every time I come back we hang out even though we didn't speak for like a year.,"It didn't hit me yet because most of my friends are still here. I'm here working on PPTP, this is the program that we're part of right now. And I feel very thankful and grateful and happy, but I feel like in a few months I'll start dealing with this existential crisis that comes with graduating.",,,,
9,You feel like the bond that you made with your college friends is as strong as the ones you've had with your high school friends?,"A little bit, I feel, because here there is so much more diversity and I think it's so hard to keep in touch when you're studying abroad and doing all these crazy things and they are so busy that you kind of have to make an effort to stay friends, like close friends. So I do feel like some of the people now are very important to my life to a bigger extent.",,,,,
9,Going forward where do you see yourself this time around next year?,"I actually don't know. I am applying for jobs right now. I am hoping to be working at PwC in transfer pricing. Even though I'm a music major and economics minor. But we'll see what else comes around. Maybe consulting, maybe something in music.",I'm thinking of either doing a masters degree or applying for jobs for consulting. I'm applying right now and I'm also thinking of getting maybe a job composing music and being a sound engineer. But that's my third preference.,I hope to maybe work in consulting. Right now I'm applying for jobs. I'm still interviewing. So maybe working in transfer pricing. Tax would also be fun.,"I'm applying for jobs right now. I would love to do either consulting or transfer pricing, which is the area in tax. So I would love to stay here and work in Dubai preferably, otherwise if in two months it doesn't work out then it's probably for the best, there's probably something else and I'll go back to Moldova and look for jobs in Europe.",,
9,Why PwC?,Well because it is one of the biggest companies in the world of its kind and definitely a key player in the Middle East. And my professor actually works there as well so I hope to work on her team.,,,,,
9,Which Professor is this.,This is Alicja Reuben.,,,,,
9,Does she teach economics?,She teaches strategic management. You should definitely take her classes if you can.,,,,,
9,What's your favorite class you've taken in your four years here? If you had to name one single class.,Mmm. I think. My favorite class would be the one that I took at Stern in New York. Which is Negotiation and Consensus Building. It's a class about how to get what you want while still building relationships and giving the other side somewhat of a fair share. So leaving everyone satisfied while getting what you want. Unless you want me to tell you a favorite class in NYU Abu Dhabi?,My favorite course was a negotiation and consensus building in New York and fundamentals of acting in Abu Dhabi.,,,,
9,"We'll keep that on hold. For now, what's your opinion on like NYU Stern and the people at NYU Stern?","I feel like at NYU Stern people get sometimes this... they're a bit judged by others for being ""snakey"". But I personally met some really great NYU Stern people. I feel like maybe the freshmen the younger people who get in are, you know a little bit arrogant sometimes, but later on they become great people. The classes they take are also quite good. So it depends on the individual. Really, it depends.",,,,,
9,"So you would never hashtag ""I am Stern"" kind of person?","No I don't. I mean I don't think there's there's something wrong with identifying yourself with the college. I think it's OK. I'm actually wearing a Stern shirt underneath. It's funny, that's a coincidence. But. I think it's OK to be an NYU Stern cheerleader.",,,,,
9,That's great to hear. Where else did you study away? Just New York?,I studied abroad in New York and Buenos Aires and I've done a j-term in Paris and Shanghai.,Buenos Aires and New York.,For my study aways I've been to Buenos Aires and New York.,I studied abroad in New York and Buenos Aires and I did J-terms in Paris and Shanghai.,,
9,Shanghai? What are your favorite spots around Shanghai?,"I went to Shanghai when I was in my sophomore year and back then, I don't know... I didn't know that many people, those that I traveled with so I didn't go to so many places. But there was this one bar in which you could go and. Yes it's a long story. But there's this bar with a lot of foreigners in which they kind of pour alcohol from the air straight into your mouth. It's really crazy. But that was a good memory.",,,,,
9,Which pub was this?,I don't remember the name of the bar. But it was very nice. It was crazy. I went there once. It's what stands out in my memory most.,,,,,
9,But do you like Shanghai?,"I like Shanghai. I was very surprised to find out that the temperature was much warmer than in my country, Moldova, in Eastern Europe. But the pollution is really bad and I don't like that. And I find that the people in Shanghai are actually quite similar in mentality to people from my country. So and I don't really sympathize with the ideologies that are post-communist countries have.",Yes.,Sure!,,,
9,What mentality is that exactly?,"So more conservative. Moldova and China, what they have in common is being conservative because of the post-communist era. And less trusting, and smiling less, but also because I feel like they're are also hard-working people and they're hustling all the time so they don't have time for that. But, I feel like with time it'll change. They're great people overall just like Moldovans and they're great people. But the situation, political and social, is crazy.",,,,,
9,So are you optimistic that they're actually going to change the mentality over time?,"I don't think they necessarily have to change because to some people that's just the norm, like not smiling to everyone. You know there's two different kinds of cultures. There's collectivistic cultures and individualistic. So just because they're more collectivistic and aren't so individualistic like in the US where people smile all the time, work for just themselves / for the good of themselves. I don't find it a problem. Some people find it nicer like that. So not better, not worse, just different.",,,,,
9,You think you'd ever go back to China again.,"I would love to go back to China. Why not? I just don't know if I would live there. There's not many places in the world that I'm like ""oh, I wanna live there!"". So it depends on what career opportunities that I find or maybe if my significant other decided to go there. Maybe I would follow them. Maybe.",Yes.,Sure!,,,
9,"You think you'd like a city more or more quiet countryish sort of, since you've been to New York and Paris?","I feel like you during my younger years now until my 30s at least I want of city that's very alive and burning and hustling. But later on I'll prefer a countryside. By the way you're welcome to ask more personal questions if you want. Not only circumstantial, but also things that you would ask someone who you are already close with, you know? You can ask anything. Just remind so you know.",My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,New York is lovely. It's my favorite place.,,,
9,What would your ideal settling down place be? Where would you like to settle down?,"I would love for it to be New York. I would love to settle down in New York, but of course getting an American work visa is quite hard, not being a citizen there. So right now I'd love to work in Dubai even though I'm applying for jobs in Abu Dhabi as well. So in the next few years I would love to be in the the UAE and then we'll see.","I feel like New York is very vibrant. Everything is happening there. It's the hub of music, both the music industry and the finance world. Exactly and just I love the architecture. It's very it's quite futuristic even though some people might say it's dirty in some places but I love that it's always awake and people aren't overly polite nor actually overly rude because Eastern Europeans are quite cold in general. So I felt like it was a great balance. And there are many many people and so many diverse people and languages and so many cultures.",New York is lovely. It's my favorite place.,My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,,
9,"So we spoke in about one year from now, but 10 years from now do you think you'd be with a family or do you think you'd be wanting the independent side, like I'm gonna be on my own and do my own thing. What do you think you will be doing?","What a great question. What a great personal question. So I still don't know. I literally have these two paths in my mind that are equally likely, as in both of those scenarios are equally likely. I think that there's a big chance that I'll have kids after my thirties, if I choose to do so, because you know with the overpopulation issue I feel like it's our responsibility to rethink how many kids we have, if any. But I do care about my career as well and I want to get really far and I definitely want to do that before I have any kids, if I choose to have any.","So, first of all I don't want to rush it. Whatever the reason is, I want to make sure I build a family with the exactly right person, because I'd rather be single than with the wrong person. And I see it all around me - parents of my friends divorcing and all families having problems. So I want I want to be more cautious. Another thing is the issue of overpopulation. I want to make sure I contribute with a new kid at the right time and that I have the right resources and. I'm already old enough to also teach my children how to live sustainably, and since I don't want to have many children, one or two maximum, I don't feel like there's a rush.",I could have a family in the future because I have very strong maternal instincts. I love babies and I love giving love and care to other people. So I'd be a great mom. At the same time I care about sustainability issues and the issues of overpopulation so I need to be sure that first of all I am intelligent enough to teach them how to be sustainable and all that but also make the decision of whether I want to adopt or. Just all these things you know. Like I don't know I see literally myself both having kids and not having kids in the future.,,,
9,You said that you have to think about the overpopulation issue and what not. But don't you think that's being unfair to yourself if you want to have a family?,"I don't think it's unfair because I'm not sad about it. You know. I feel like some people have this strong urge to have kids and have a family which is amazing and they should do it and it's awesome. I actually have strong maternal instincts, I'm very good with kids and I love kids and I'm like ""Oh my God let me hold that baby"". But at the same time there's nothing wrong in adopting. At the same time there's nothing wrong with hanging out with their nieces and nephews and helping other families out with their babies sometimes. Or for example having one kid or two max, you know, instead of having more. So it's not unfair because there's nothing that would make me less happy about that.",,,,,
9,"Do you already have names for your kids if you'd have them? One for a boy, one for a girl?","No. I've always imagined myself having a girl, for some, some weird reason. I'm sure I'd love a little boy too. But way before I thought of names like Alice or Sakura or Jasmine or things like that. But that's way in the past. And I was like a teenager speculating about my future, but now I don't have any name. I don't think I'll stick to anything.",,,,,
10,What is your name?,My name is Margarita.,I am Margarita.,My name is Margarita!,,,
10,How old are you?,I am 22 years old.,,,,,
10,So just introduce yourself to me.,So I am I'm 22 years old. I come from Moldova and I study music and economics at NYU Abu Dhabi. I just graduated.,"So my name is Margarita, I am from Moldova and I study music and economics.",So I was born and raised in Moldova. I've been for a year as an exchange student in the US during my high school. But that's about it.,,,
10,Why did you decide to double major?,So I'm actually not double majoring. I'm majoring in music and minoring in economics. I was going to double major. But I love both fields a lot and I couldn't decide between them. So I decided to study both.,I didn't double major. Do you want me to tell you why?,So economics is my minor. It would have been originally a double major. But I did not have time to complete everything so I had to choose. But I mainly did economics because first of all I wanted to have a plan B. And second of all I always loved mathematics so it seemed natural that my Plan B could be something lucrative and that involves my passion.,So economics is my minor. It would have been originally a double major. But I did not have time to complete everything so I had to choose. But I mainly did economics because first of all I wanted to have a plan B. And second of all I always loved mathematics so it seemed natural that my Plan B could be something lucrative and that involves my passion.,,
10,And what do you like about music the best?,I like... Do you mean what area I am specializing in or... what fascinates me about music?,"So music was my passion for most of my life. And economics is just another thing that... I wanted to do something smart as well, not just artsy. And since I love maths I thought economics was the best thing. I'd never done economics before so I had no idea what it is.",I love all types of music. I feel like it depends on the piece. I love dubstep. I love electronic music. I also like ballads like the music that I write usually comes out very sad and romantic and like pop songs. So the music I write and the music I listen to are quite different.,,,
10,What fascinates you about music.,"So I feel that music is something surreal that can bring you into a whole different world, kind of like books. And it always makes me feel better when I'm sad and it's a great channel to express myself, so I feel very connected to it.","So music was my passion for most of my life. And economics is just another thing that... I wanted to do something smart as well, not just artsy. And since I love maths I thought economics was the best thing. I'd never done economics before so I had no idea what it is.",,,,
10,So have you started feeling this right now or was it something that just came with you naturally?,I felt this love for music most of my life. Since I was about three I remember myself singing and wanting to be a singer. But right now of course I was thinking of things that are more realistic for me like sound engineering or composition.,"So music was my passion for most of my life. And economics is just another thing that... I wanted to do something smart as well, not just artsy. And since I love maths I thought economics was the best thing. I'd never done economics before so I had no idea what it is.",,,,
10,And do you play any instrument?,I play the piano. And the flute. And a little bit of ukulele and cello.,"I play the piano and a little bit of ukulele and cello and I've been playing flute for a year. I do sing but mostly in music I am... I consider myself a composer and a sound engineer as well so making both songs, lyrics and music, and making music for film.",,,,
10,Oh nice. And you said that you're from Macedonia?,I'm from Moldova. Close enough!,So I'm originally from Moldova which is an Eastern European country. It's between Romania and Ukraine and I've lived most of my life there.,"I'm from Moldova, a small country in Eastern Europe.",So I was born and raised in Moldova. I've been for a year as an exchange student in the US during my high school. But that's about it.,,
10,Tell me about Moldova.,So Moldova is a tiny country landlocked between Romania and Ukraine and it used to be part of Romania as well as part of the Soviet Union later. So now we speak two languages - Romanian and Russian.,"So Moldova used to be part of Romania and the Russia - Soviet Union. So the foods are combined from all over the place. We have some Romanian food. We have some Russian food. I feel like even some Turkish things were combined in there and so we eat a lot of soups and we eat a lot of grains like rice as well, but cooked and not bland white. And the western food is everywhere.","In Moldova we have all types of weather. We have four seasons and it gets from minus 20 degrees Celsius to 40. So we have a huge range and we experience all seasons - Summer, Fall, Winter, Spring. So I miss that.",Moldova borders Romania and Ukraine. And Moldova... We used to be part of Romania before it was also colonized by Russia and then we got united back to Romania and then was kind of the Soviet Union. So now we do speak both Romanian and Russian.,So Moldova has a great climate. We have four seasons. It's amazing because we speak two languages from the very get go. And we have really hot girls.,
10,So now it's an independent country?,Yes it's been independent since 1991.,Yes.,,,,
10,And why did it become independent?,Because in 1991 the Soviet Union collapsed and all the now 15 countries that were part of it gained its independence.,,,,,
10,"So is there any other Moldovan language that you speak, or...?",There is such a thing as a Moldovan dialect. Which is a mixture between Romanian and Russian.,,,,,
10,Do you have any hobbies?,"Sure! I love rock climbing and I love biking. I love reading, although I should do it more often. And basically I like all sports that don't involve going to the gym.",I love drawing sometimes but abstract basically that link. I loved volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.,So I like rock climbing and I like biking. Basically all sports that don't involve going to the gym. And I like reading although I should be reading more. And I love singing. That's just so natural. I'm not saying I'm great. I just like it.,,,
10,And you said you liked rock climbing. Have you climbed any like mountains?,I really like rock climbing. I have climbed mountains but they didn't include that much rock climbing. You know what I mean? It was more of a walking like a hike. I've climbed the Fuji mountain in Japan. And climbed a mountain in Lebanon. But I mostly rock-climb indoors.,I really like rock climbing. I have climbed mountains but they didn't include that much rock climbing. You know what I mean? It was more of a walking like a hike. I've climbed the Fuji mountain in Japan. And climbed a mountain in Lebanon. But I mostly rock-climb indoors.,,,,
10,So you talked about Lebanon and in Japan. Do you travel a lot?,I do happen to travel a lot because of the university. At least I used to before graduating three days ago. But every time I travel it's almost with a purpose. It's not just seeing new places.,Yeah I studied abroad in Buenos Aires and in New York and I had j-term in Paris and Shanghai.,"I've been to New York, Buenos Aires, Paris and Shanghai.",,,
10,And where have you traveled yet?,"I've been to New York City, to Buenos Aires, to Paris and Shanghai. And then a few cities in Japan and Oman and Lebanon.","I've been to New York, Buenos Aires, Paris and Shanghai.",I studied abroad in New York and Buenos Aires and I did J-terms in Paris and Shanghai.,,,
10,And you just said you just graduated right?,Yes.,Yes.,,,,
10,How did it feel?,"It didn't hit me yet because most of my friends are still here. I'm here working on PPTP, this is the program that we're part of right now. And I feel very thankful and grateful and happy, but I feel like in a few months I'll start dealing with this existential crisis that comes with graduating.","I feel like I've grown so much at NYUAD. I've also grown accustomed to meeting good quality people all the time. And I feel so privileged to have all the resources both on campus and to travel abroad and learn there. So I feel like I've grown so much, but I also feel really grateful because it feels like it's not my merit. I feel like I'm very blessed.","So as the graduation speaker said after this university being in such a diverse environment where people are so accepting and nice and intelligent, after you go out in the world there's not such a concentrated community of this type of people anymore. So I'm actually terrified of that. I don't know. I'll really miss being surrounded by spectacular, brilliant people all the time. And I'll miss my friends a lot. And I think I'll miss studying as well. I love studying. But I'm also tired of it. I want to go into the world, but I know I'll miss it.",,,
10,Have you decided what you want to do afterwards?,"I would love to work here. Maybe in consulting or transfer pricing which is tax. And I'm applying right now for jobs and I'm in the interview process because in the consulting world there's many many interviews one after another for the same role. So if that doesn't work out I would go back to Moldova and look for a job in Europe. If it works out, I'd stay here and live here for a couple of years and then see what happens.",I'm thinking of either doing a masters degree or applying for jobs for consulting. I'm applying right now and I'm also thinking of getting maybe a job composing music and being a sound engineer. But that's my third preference.,I hope to maybe work in consulting. Right now I'm applying for jobs. I'm still interviewing. So maybe working in transfer pricing. Tax would also be fun.,,,
10,And why do you want to stay in the UAE?,"Because the Sheik's plan worked, of us falling in love with this place. And I never actually thought I would want to stay here. I thought I'm just coming to get my education and then leave, but actually after four years here I just became so accustomed to the culture. And especially like Abu Dhabi and Dubai. The other more conservative Emirates - I don't know if I would fit in so well. But everywhere else around here it feels like a nice life.","I would love for it to be New York. I would love to settle down in New York, but of course getting an American work visa is quite hard, not being a citizen there. So right now I'd love to work in Dubai even though I'm applying for jobs in Abu Dhabi as well. So in the next few years I would love to be in the the UAE and then we'll see.",,,,
10,And how do you like Abu Dhabi as a city?,"So I feel like Abu Dhabi is more family oriented which is not exactly for me because I don't plan to have a family, to build my own family too soon. After the next 10 years I think. But it's still a good place to be and it's more calm. As in peace of mind.",,,,,
10,You said you don't want to have a family in the next 10 years. Is it because of your career or is there any other reason?,"So, first of all I don't want to rush it. Whatever the reason is, I want to make sure I build a family with the exactly right person, because I'd rather be single than with the wrong person. And I see it all around me - parents of my friends divorcing and all families having problems. So I want I want to be more cautious. Another thing is the issue of overpopulation. I want to make sure I contribute with a new kid at the right time and that I have the right resources and I'm already old enough to also teach my children how to live sustainably, and since I don't want to have many children, one or two maximum, I don't feel like there's a rush.",I could have a family in the future because I have very strong maternal instincts. I love babies and I love giving love and care to other people. So I'd be a great mom. At the same time I care about sustainability issues and the issues of overpopulation so I need to be sure that first of all I am intelligent enough to teach them how to be sustainable and all that but also make the decision of whether I want to adopt or. Just all these things you know. Like I don't know I see literally myself both having kids and not having kids in the future.,,,,
10,By what I get I feel like sustainability is a big part of your life. And why is that?,I really love the environment and I really try to live sustainably. Doesn't always work because of the products that are available. Sometimes you can't help it if you need a product that's wrapped in plastic. And you have no choice. But I really love the environment. I just got a tattoo of a tree on my my back as well. A pine tree. I just feel like the Earth is so beautiful that we have to take care of it. And that's another reason why I'm not rushing with having a family. Because I feel like climate change would impact so much the lives of our children that I want to be mindful whether I want to bring another child into this world. If the world's not seeming like it's going to a good direction.,,,,,
10,And you said you have a tattoo of a pine tree. Do you have any other tattoos?,No I only got that tattoo two months ago. Which is crazy because my family is against tattoos and it's my first one and I hope it's my last one.,,,,,
10,And does your family know and how did they react to it?,"So I first told my mom. My mom is who wears the pants in the family. So if I could just make her not be too angry about it everyone else would be fine. So I told her at first then she was OK. She was just begging me not to get another one. And I just found out that she actually has been wanting a tattoo for the past 10 years too, but she said she didn't get it because she didn't want me to get one after her. So that's quite ironic.",,,,,
10,Do you have any siblings?,I have a brother.,I have a brother.,I have one older brother.,,,
10,"Younger, older?",He's 5 years older.,He's 5 years older.,I have a sibling. He is five years older. He is a computer scientist and he lives in Moldova.,,,
10,"Oh, older. And, where is he?",He's back in Moldova.,He's back in Moldova.,Yes he's five years older. He is a software engineer. He is also trying to build his company although in Moldova that's really hard. So he might have to readapt and maybe go back into the job market. But yes right now he's left his job to try to start a company.,,,
10,Do you not interact with him much?,I do. I do. He's also working on his own stuff. And he has a long term girlfriend you know. So we're both busy. But when we have time we definitely Skype.,,,,,
10,And then you just graduated. If you were to summarize your time in NYUAD how would that be?,"I feel like I've grown so much at NYUAD. I've also grown accustomed to meeting good quality people all the time. And I feel so privileged to have all the resources both on campus and to travel abroad and learn there. So I feel like I've grown so much, but I also feel really grateful because it feels like it's not my merit. I feel like I'm very blessed.",,,,,
10,And if you were to give an advice to your freshman self. What would that be?,"To my freshman self I would just say that you'd be surprised how great you are. Because in my freshman year I had the imposter syndrome, like you know, ""I definitely don't belong here, everyone else is so amazing"". But I realized people are amazing in different ways and there are some things that I can do that other people can't. And it took me a while to realize that the things that I can do aren't average either. And so I would just tell my freshman self to relax. And just keep working and having fun. I'll be fine.",,,,,
10,"And do you interact with people from other nationalities or is it just from your country, your culture?",Yeah I mean all the time. Most of my friends are desi.,,,,,
10,Oh okay.,"India and Pakistan, most of them. I interact with some people from Europe, not specifically from Moldova because there's so few of us and we're in different years and different majors, so I don't really gravitate towards any particular nationality, just whoever is super nice. And I feel like because I've had a few really close friends in the desi community I've kind of become adopted by it because their circle is so tight. That I kind of automatically by the domino effect started becoming friends with more and more people.",,,,,
10,"And since coming here, have you broken any stereotypes? Things that you thought of people earlier and now that mentality has changed?","I guess we all come with some preconceptions. Mine I feel are more subconscious because I consciously try to be accepting and tolerant and be like ""Not better, not worse, just different"" you know. But on a subconscious level I think there might be still some, you know, preconceptions of when I see someone, by their looks I might assume their status or something and I try not to think like that. A thing that I improved on during the years, when it comes to my mentality, is about feminism and not judging other women. Because I was like... I was quite judgmental and I didn't know. I didn't know I'm judgmental. I thought, for example, like if somebody didn't shave their legs I would notice and be like ""wow"", you know, ""they don't care"", but it only took me later to realize this internalized misogyny that I'm forcing on myself and others.",,,,,
10,And has your hair always been this color or did you dye it?,So I started to dye my hair red when I was 14.,"I love it when people ask that question because it means it doesn't look too fake. No, my hair color is brown and I've been dying like this since I was 14.",,,,
10,Oh and why? Was it just like something you like?,"Yeah yeah, kind of, I guess I like attention.","I don't know, I guess I like attention. I mean many people in my family are either blonde or ginger or something and then I got brown so I felt like it's unfair. So I went for something different. Yeah. My dad has black hair and my mom is super blonde, her hair was like almost white in her childhood.",,,,
10,It makes you stand out.,"Thank you. Yes I guess. I don't have another crazy standing out feature, I thought ""might as well dye my hair red"". But actually lately I've been thinking whether I should die it back to brown because although I like attention I start to notice that I like attention when I want it. And now it's like very easy to recognize me in the crowd and I want to go more incognito in the future.",Thank you.,Thank you!,,,
10,And I see your hoodie. Were you an RA?,Yes I'm a Resident Assistant. Even this year and in summer as well.,"So I've been an RA for this past year, senior year, and I'm a summer RA right now too, for two months.",,,,
10,And which building?,"I've been an RA in A5, but this in an A6 hoodie because I stole it from Fahad.",,,,,
10,And how was your experience being an RA?,"I love being an RA! In junior year I thought I really really wanted to be an RA and I was really really hung on this idea. When I applied I was thinking about it so much and then I got it and it was exactly what I expected it to be. It's a lot of responsibility, but also a lot of love that comes with it because when you're there for your residents and you're supportive that kind of bounces back and gets back to you. And I just love being part of the community and being able to improve it directly.",,,,,
10,"And how's working with this as a department? Because we hear a lot of issues from students on campus about their bosses and how they're not responding to different issues? How has that experience been, working with that department?","Of course every department has its flaws, including ResEd. I feel like some of its flaws are exaggerated. Because students don't know what goes into a decision, that it's not just the ResEd's decision and sometimes they're tied by finance, or Serco. Definitely the people in the ResEd are very open minded. They're ready to listen to ideas but there are some things that are hard to change because you would have to change the whole system and that's hard to do.",,,,,
10,And this conventional NYUAD question: where have you studied away?,Yeah I studied abroad in Buenos Aires and in New York and I had j-term in Paris and Shanghai.,For my study aways I've been to Buenos Aires and New York.,Buenos Aires and New York.,,,
10,"Wow.. In terms of study away, did you spend a lot of time abroad? Which two experiences did you like better?","I loved Buenos Aires because I learned Spanish in the semester, but it was close to Romanian so again. But in New York, I loved the city so much that I really want to go back.",My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,,,
10,"And then, after you learned Spanish did you try interacting with Spanish people?","Definitely. Definetely. Afterwards I had the summer internship in New York and I was working at a music venue and we had our own cooks. And they were from Honduras and Guatemala. Their English was a bit broken and I was so excited to speak to them in Spanish and they were also so excited to see me try even though my Spanish was broken, but I was quite confident and having fun. So we became close and they were sneaking in avocados for me when nobody was looking.",,,,,
10,Yes. Yes exactly. Exactly.,Exactly.,,,,,
