Mode,Conversation,Exchange,Experiment,Q,A,Notes,BA1,BA2,BA3,BA4,BA5,BA6
EDU,7,18,TEST,What are the four categories that you were talking about?,For core classes?,None,,,,,,
EDU,7,19,TEST,Yeah.,"So right now they changed the structures so I don't remember the new structure so well, but in my days there were arts core, literature core, and then the science core and then social science core. So you would have to take two classes of each.",BrokenExchange,,,,,,
EDU,7,20,TEST,"Kind of like my university. Very cool. Going back to the housing situation in the dorms. Do students live in doubles, triples, singles, suites?","So they mostly are suites, of four people, and they're usually in either doubles or singles.",None,,,,,,
EDU,7,21,TEST,Nice.,And for resident assistants you get a little studio for yourself.,,Thanks.,Thank you!,Thanks!,Thank you.,,
EDU,7,22,TEST,"For a regular student in a dorm, do they have access to a kitchen?","Yes. But the kitchen is very basic, just cupboards and microwave. So, the actual cooking kitchen is on the second floor of our residence buildings. And there are about four or five floors that have to be accommodated by that one kitchen, but most students just go eat in the dining hall because the meal plans, they're quite good.",,Yes.,,,,,
EDU,7,23,TEST,"Nice. Could you give me a category, I'm running out of questions.","Sure sure. You can ask me about my classes, about my favorite classes, about my teachers, you can ask me about how to sustain relationships built back at home.",,"You can ask me about my favorite food, or my friends, or the sports that I like!",You can ask me about the languages that I speak or my experiences in music.,You can ask me about my family or about my passions. Anything you want.,,,
EDU,7,24,TEST,Who's your favorite professor?,"I have a few. So it's really hard to think. I love my professor of negotiations, my professor of strategic management, also fundamentals of acting, and of computer science. They were all pretty good.",,"I have more favorite professors I guess. The professor from the negotiation course is pretty amazing, and so is my professor of strategic management.",,,,,
EDU,7,25,TEST,Yeah I'm so glad you have so many of those great connection. Do students get homesick and how can they cope with that?,"More freshmen get homesick than upperclassmen. Well we do get to fly home two times a year and people skype a lot. So I haven't really gotten much homesick. You start getting tired of it, towards the end of the year, and you want to go home for a little bit. And how do we cope with it? We just talk to each other and we Skype back home.",,There's counseling services and many events to connect and talk about your experiences.,,,,,
EDU,7,26,TEST,Are there any support systems for students who might have like a learning disability or who might need extended time?,"Yes yes definitely. There is this specific department that deals with that and there are volunteers who help with that. They help create exams in different environments or... There are few blind students as well. I think, however, it's still not perfect. So they still might be struggling a bit.",,Yes.,"Our Health & Wellness center has counselors, dieticians, on-campus doctors and nurses as well as personal trainers.","NYUAD cares about all types of diversity of its students, including of their backgrounds and diversity of thought.",,,
EDU,7,27,TEST,"Yeah same thing at my school. I had a question question.. Oh yeah, about health. How do I word this... How would you go about seeking health care? So say they got sick. What would they do?","There's a health and wellness center on campus where you go and you can just walk in and get advice, what to do. And sometimes they direct you to the hospital or a clinic in the city and then you just go there and usually the insurance covers most accidents and treatments. Yeah the insurance is quite good.",,"Our Health & Wellness center has counselors, dieticians, on-campus doctors and nurses as well as personal trainers.",,,,,
EDU,7,28,TEST,So is it like a campus insurance?,It's it's dangerous guns from the country and there must all students get the same one. Yet not every 15 minutes are over. Oh awesome. You don't have to.,,"Yes, exactly.",Yes.,,,,
EDU,8,1,TEST,"OK. So, where do you study?",I study at the New York University in Abu Dhabi.,,"I went to New York University in Abu Dhabi. It's a liberal arts university. And there's actually three campuses: one in New York, one in Abu Dhabi, and one in Shanghai.",I just graduated from New York University Abu Dhabi!,,,,
EDU,8,2,TEST,How has it been so far to study there?,I really loved it. I think my life wouldn't be the same without this university.,,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling.","I'll miss my friends a lot and I'll miss constantly being in an environment with other intelligent, tolerant and like-minded people.",,,,
EDU,8,3,TEST,So it wasn't hard to apply and get it in there? Or was it maybe?,"I think it is kind of hard and I think I was very lucky, because I know actually some other FLEX students who applied. FLEX students are quite popular on this campus. I mean, not on this campus, but the with the admissions. And I know some brilliant students who didn't get in. So I think it must be tough as well.",,"Yes, the acceptance rate is low, so aside from being great you need a little bit of luck.",It was a very long application and then you had to come here for a candidate weekend and interview and then you would find out if you got in.,"The whole application is very important, they look at it holistically: your grades, extracurriculars, essays, and not one thing is more important than the other.","You apply online, and if they choose you as a candidate they invite you to interview on campus for ""Candidate Weekend"", and they cover all expenses. You get to take sample classes, see the university and meet other candidates!",,
EDU,8,4,TEST,"I see. And in the end do you think it was all worth it, to go through the struggles?","Oh, it was so worth it. So worth it. I worked for maybe two or three months crafting my application, making sure it's perfect. It was kind of towards the beginning of fall in my senior high school and I knew pretty early that I got in, right. So I put effort into this and then later on if I didn't get in, I would apply somewhere else.",,For sure!,,,,,
EDU,8,5,TEST,"Yeah, makes sense. So what would you say is the biggest difference between your university and a university from Moldova, let's say?","Oh it's such a big difference. Of course, this university is completely funded by the government of the UAE. So we have expensive facilities, but also the quality of professors and the students is very high. I'm not saying it is not high in Moldova, but the proportion is smaller, right. You got some very intelligent students in Moldova and some great professors, but definitely...",,Here I feel professors are more open-minded and qualified than back at home. But they're also paid better.,Here I feel professors are more open-minded and qualified than back at home. But they're also paid better.,,,,
EDU,8,6,TEST,Is there any cheating ever involved in your university?,"There's cheating involved everywhere you go. Here of course it's way less and it's frowned upon and it's not so blatant, I would say.",,I'm not sure.,,,,,
EDU,8,7,TEST,Makes sense. So how many classes did you... did you have during your studies so far approximatively?,"I think I've taken about one hundred fifty five credits. Well one hundred forty credits is what you need to graduate. A class can be anywhere between two credits to four credits. If you divide a hundred fifty five, by let's say four, it's about 40 classes.",None,,,,,,
EDU,8,8,TEST,Oh that's a lot. That's so much.,"Oh wow, thanks, I feels smart.",,Yep.,,,,,
EDU,8,9,TEST,And remind me what do you study again and maybe what do you wanna... how do you want to proceed with that afterwards?,"So I study music as my major and economic as my minor. I used to want to work in the music industry, but after a few internships there I realized that I want to do something else and I'm trying now to get into the world of consulting.",,"I studied music and economics. I'm a music major, economics minor and in music I do mostly composition and sound engineering.","I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",,,,
EDU,8,10,TEST,"Oh okay, so like Economic Consulting.","Yes, sure.",,Sure.,,,,,
EDU,8,11,TEST,I see. But why? Why... because you're such a talented music girl. Why do you want to change?,"Thank you. Well because I love music, but I don't like the music industry. You know it kind of feels like all my effort would be in vain. And it's very hard to succeed. And I don't know, I think I'm not going to give up on it completely, not at all, but I don't want to jump into it fully after graduation. I want to work on something else. Also I have a life goal, I want to study and learn and be proficient in as many skills as possible.",,"Yes, because even if I love music, I don't love the music industry.",,,,,
EDU,8,12,TEST,"Yeah, makes sense. Yes, totally. That's... That's a good goal.",Thanks!,,Thanks.,Thank you!,Thanks!,Thank you.,,
EDU,8,13,TEST,"Okay, so, we're going to... How about... You said the university provides things for you, overall. Though can you go in more detail about what it gives you and maybe how would you imagine life if the university did not provide these extra things for you, like the accommodation?",Sure. When you say extra things do mean that anything that I wouldn't get in Moldova or anything...?,,"I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.","Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling.",,,,
EDU,8,14,TEST,"Yeah yeah yeah, I guess so.","So the opportunities that we get here are crazy. I got go abroad for two semesters, in New York and Buenos Aires. I've got to travel quite a bit and the classes here are quite small in terms of the number of students. So I feel like I got a very personalized education and I just feel so grateful, it's almost scary for me to think who I would be without it. Of course I would still survive and thrive in a way. But definitely, right now I feel like I'm way more intelligent. I'm a better critical thinker and I can appreciate the world more. And I also built my character as well.",BrokenExchange,"I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.","Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling.",,,,
EDU,8,15,TEST,"How about like the more material things that the university gives you, like accommodation, food, do you get that from them?",Yes. Most people are on scholarships on this campus. So we get that covered.,,Yes.,"Many students here are on full scholarship, but all of them have at least partial scholarships.",,,,
EDU,8,16,TEST,Okay. So basically you don't have to come with your own money at all.,"Oh. Yeah. Again, most people, right. There are some people who are well-off and can afford to pay maybe half of their education. But in general students who come here can't afford it, so they get the scholarship.",,"Many students here are on full scholarship, but all of them have at least partial scholarships.","Yes, exactly.",Exactly.,,,
EDU,8,17,TEST,That's super lucky. Nice. How about maybe extra curricular activities that your university organizes.,"Mhm! So we have a lot of student interest groups, which are small student organizations that could be in Chinese tea, or cultural groups, or LGBTQ groups, you know to organize different events to get us to mingle and participate in different activities. There's also sports classes. Cool physical education stuff, there's music events, there are things you can do in your free time.",,"We have Student Interest Groups, they range from cultural clubs, to sports and identities like LGBTQ.","Intercollegiate sports at NYUAD include Basketball, Football, Badminton, Table Tennis, and Volleyball.",,,,
EDU,8,18,TEST,So I assume you you went to maybe some of the music events?,"Uhh you'd be surprised that I don't go that often. Yeah, no problem. Yeah, like I'm immersed in music so much, like I'm studying it and I'm doing it all the time that I don't feel like in my free time to go and do it again. Like I want to do some sports in my free time, or when I go party yeah, of course, there's with music, right?",,Not really.,,,,,
EDU,8,19,TEST,"Makes sense. How how about like studying for classes? Do you have a study group. Do you have a lot of homework or is it mostly work in the in the university, during the classes?","Yeah. No. We have work during the classes, but then we also get homework. It depends on the professor how much homework you get, of course. And we create our own study groups with friends, if we want. Otherwise you can just go to the library and study there or study in someone's room with a friend.",Subpar,Graduating requirements differ from major to major so it depends on your situation.,,,,,
EDU,8,20,TEST,"Yeah. Does the university have like a lot of studying facilities, like the library, I don't know, some other study rooms?","Yeah yeah yeah actually. There are rooms with that. We do have a lot of that. In the library, if you go on the second floor there are like small rooms for like group studying, if you ever need to go, and you can always find at least one free. So that's good.",,Yes.,,,,,
EDU,8,21,TEST,"That's great, because so far everywhere I have been there is a problem during some peak hours, that there is absolutely no left seat.",Yeah. Yeah.,,Exactly.,,,,,
EDU,8,22,TEST,Yeah. What can I ask you some more... What do you think about your peer classmates?,"Oh my classmates are amazing. Most of the people here that I've met are so smart and to the point that I've had the imposter syndrome, feeling like ""Oh my God, I don't deserve to be here, everyone is so much smarter"". But to be honest I feel like some other people think the same way as well, when everyone is so talented around you and smart. Well yeah, I've made a lot of really good friends here. Dated some amazing people here.",Subpar,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling.",,,,,
EDU,8,23,TEST,Oooh great. And do you think you're going to keep contact with them? Are you going to stay there maybe after your graduation?,"Both. Yeah I hope I'm gonna keep in contact with them, but of course it's not going to be as much, because it's hard to keep in contact with people you don't live around anymore. And yeah I would love to stay here in the UAE. We'll see what happens. We'll see.",,For sure!,,,,,
EDU,8,24,TEST,So you said you want to be an economic consultant and do you think it's easy to find a job after you're done?,"It's actually quite hard. It's quite hard. Maybe I applied already to like 50 jobs and I've gotten replied from like four or three. And the other ones that I've gotten a reply from are the ones through connections, you know, like somebody who knows somebody who works there and then they refer you and that's how you get an interview. Otherwise applying online is so hard and you just have to keep bothering people. But it's really tough. I started my job search in October.",,"I will be working in Tax, Transfer Pricing, at PwC starting August 2019!","There are events in which you can speak to alumni and there is Career Development Center, which is a department that helps you plan your career. But finding a job is on you.",,,,
EDU,8,25,TEST,O K.. Well I wish you all the best luck. I know it's not an easy job to do.,Thank you. Thank you. We'll see. We'll see whatever that brings me.,,Thank you!,Thank you.,,,,
EDU,8,26,TEST,How about your other classmates. Do you think maybe maybe consulting is troublesome. How about other their career paths? Maybe it's easier to get a job somewhere else in this region?,In this region it's hard to get a good job in general.,,"More people go to another country after graduation, but a considerable number stay in the UAE.",Not really.,,,,
EDU,8,27,TEST,Ohh... why so?,"The market is not in the best shape right now. So they're kind of even firing a lot of people, instead of taking more. Because... yeah.",None,,,,,,
EDU,8,28,TEST,Have you considered going back to the places where you had your exchange?,"No because in the US it's really hard to get the visa. And it's not easy, you know I'm not there right now so I can't apply and interview there, and they prefer people who can be there in the moment of interviewing. And in Buenos Aires, I didn't really like the place for me to live and work. Maybe because I just barely learned the language and I don't really speak Spanish, I never saw this side of the job market, so I don't know.",,My favorite place ever is New York. I hope to get back there at some point. I just love how vibrant the city is and there's always something to do and people are just the right amount of polite and minding their own business.,,,,,
EDU,8,29,TEST,I see.,"And it seems so far away, right? Like I think it would be better for me to go somewhere in Europe, that's somewhat close to Moldova if anything happens. At least in the beginning. Europe is quite nice.",,Yep.,,,,,
EDU,8,30,TEST,"Yeah definitely it is. OK. How about then your feeling that soon you're done, graduating, how do you feel about that?","I feel good. It's been a great journey and making it any longer would be tiring. Glad that my grades are already set. That's it. They can't change anymore. Yeah. And I'll miss my friends. Most of my friends are still here, you know, so I'm kind of lucky where we're still here for summer. But I'm sure in the future I'll be looking back on these years and I will be seeing them as the best years of my life.",,I'm neutral to that.,,,,,
EDU,9,1,TEST,"So hi Margarita. First of all, could you please tell me what you study?",Hi. I study music and economics. Music is my major and economics is my minor.,,"I studied music and economics. I'm a music major, economics minor and in music I do mostly composition and sound engineering.",,,,,
EDU,9,2,TEST,Did you want to do this bachelor? Like when did you realize that you wanted to do specifically this bachelor?,"So I wanted to do music my whole life. But at the same time I wasn't sure, because, you know how they say music is not serious, that's not a real career. I don't know, it's risky. And since this university is quite good, has good quality education, I thought I should study something else as well. So economics was a natural fit because I love mathematics and, you know, then you can find jobs with that degree.",,"Back in kindergarten, I would always sing to my dolls and attempt to write music, so I always thought I'd be a singer.","When I was about four, I saw someone playing the piano and I really wanted my parents to buy me one. My parents thought it's whim and pianos were expensive, so they refused. I didn't know how money worked, so I started collecting coins. One day I showed my mom that I had a fistfull of coins for her to buy me a piano and that was the day my parents decided that they really needed to buy me a piano.",,,,
EDU,9,3,TEST,"Yeah. And... but how do you find this combination to work? Like music and economics is kind of different somehow, and do you think that in future life you'll be able to combine these two or just work in a specific field?","To be honest I feel like any two random subjects can be combined in some way. But even if they don't get combined in a very clear way, I think that it's not necessary for you to know exactly how you're going to use something. I think it's very useful to just learn as much as possible. Whatever you're passionate of, but also things that make you more diverse and more competitive in this, you know in this market, in this world, that's so interesting with the digital era. So my goal in life is to learn as much as possible from as many things as possible, so maybe right now I'll be joining the corporate world and have jobs there, but maybe in my free time I'll be making music, or maybe in the future I'll be working with the business side of music, you know.",,I'm not sure I can do that.,"Music completes this artistic and techie side of me because I studied composition and sound engineering, but economics fulfilled my social and analytical side, because I wanted to learn about how to make an impact in the world and I love math.",,,,
EDU,9,4,TEST,"Yeah. But why did you choose to study especially in Abu Dhabi? Cause it's quite specific, like you usually don't go there.","I know... So my brother had a friend who was going here. So it was that situation in which I asked him about this university and he told me so many great things and that it has a full scholarship. If you're in need, and most Moldovans are in need, at least the average Moldovan. So yeah that's how I'm here.",,"I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",,,,,
EDU,9,5,TEST,But was it your first option for university or your you applied to other places?,"Yeah it was my first option and the only university I applied to, because the application deadline was so early. I mean, one of the options was that you could apply very early and find out very early if you're in, and that's what I did and I was thinking, ""I'll put all my effort into this application, and if it doesn't work out I'll start looking somewhere else"". And it worked out right away! I'm so lucky, so blessed.",,NYUAD was my first choice and I didn't even apply to other universities! But that's because I applied very early so I had plenty of time to figure out other universities in case I wasn't admitted.,,,,,
EDU,9,6,TEST,"Very nice. Well, how is the testing, testing, how do you call it criteria... Not just like... Do you have two semesters, and how is it scheduled like the whole bachelor? How many years do you have to study. They have two semesters or more or? Yeah.","Yeah. So you have to study for four years. It's a liberal arts university which means that you can study multiple things and get classes in anything you want, but when you're having a major you have to take some specific classes from that major, right. And then whatever free space you have you can fill it with electives, and you have in a year two semesters and one January term. In January term that's one month where you study one class but you study so intensively that it's the material worth of a semester. Cause you study it every day, just that one class in January.",Subpar,"So I came here four years ago, but because of all the traveling probably two years in total.","I've been to Buenos Aires and New York for a semester each and I've done two January terms, in Shanghai and Paris.",,,,
EDU,9,7,TEST,I see. Fair enough. And how is the difficulty of the tests for you? Do you find it super difficult to pass courses or...,"To be honest, I never thought of it before. So this to me feels like the same thing as before. There are courses that you're worse at, there are courses that you're better at. There are course that if you take a very beginner level you're going to do so well, you know, and there are courses to take like more advanced, of course you're gonna struggle. So it's nothing like oh just because I'm in a different country I'm struggling. Not at all. I feel like it's for people who know English not as well. Maybe they would struggle more. So yeah, that could be a barrier.",,Graduating requirements differ from major to major so it depends on your situation.,"The exams are decided by the professor of the class: how hard they are, how important they are and whether you have exams at all!",,,,
EDU,9,8,TEST,I see. How is the... how are the classes in general? What's the atmosphere in the class? Do you ask questions or solve exercises? How's it going?,"To be honest it really depends on the professor, what they feel like, and it depends on what they're teaching, right. Because if it's a math class, then it's very obvious that the professor is going to be writing on the board all the time and speaking to you when you ask questions. There are some lecture based classes in which, you know, you just listen to the lecture and you can ask questions of course. And there are classes in which they really want you to participate. Like I took this class called ""Laughter"" and it teaches you like everything, the history of humor, how you can use humor in daily life, what makes people laugh. It was very interesting. And it was basically a very participation-intensive class.",,"You choose your classes, but you need to take some specific ones for your major and some from specific categories.",Classes at NYU Abu Dhabi are relatively small. Most classes range between 10 and 30 students.,,,,
EDU,9,9,TEST,I see. But did you have... did you ever have a course that you really did not enjoy or thought that it's bullshit or something like that?,"Definitely. I think I didn't enjoy my Econometrics class because Calculus wasn't a prerequisite, but it definitely used a lot of calculus. And I just... dor the first time, I couldn't understand anything in math and I felt stupid because I like math. So I was like, ""What is going on"".",,The hardest class for me was probably Econometrics. I haven't taken Calculus before it and apparently I needed it!,,,,,
EDU,9,10,TEST,"Do you have a favorite professor, which you have a really good connection with or which you... just admire a lot.","I have a few, I have a lot of them like that. But there is this professor that taught me the negotiation class and I use that knowledge every day in my life, and I have another professor of strategic management that taught so many useful things, and also she was very helpful in, you know, guiding my career. And giving me advice. So, yeah, those two women were amazing.",,"I have more favorite professors I guess. The professor from the negotiation course is pretty amazing, and so is my professor of strategic management.",,,,,
EDU,9,11,TEST,Is that like a super international atmosphere in you class and in university in general? Or not that much.,"Very international. Very. Maybe there's 15 percent of locals, and everyone else is international from random places, there's like 2 or 3 Moldovans every year and there's 300 of us in a year, right. So you can imagine by that proportion that there's the bit from everywhere, literally everywhere. Even from like the Islands Fiji. We had a year or two years ago a student from Iceland.",,"Probably only 15 percent are Emirati students, and everyone else is from around the world.",,,,,
EDU,9,12,TEST,"Wow. That's super nice. How much do you have to put in your courses to... Like do you study every day, or is it more before the exams?","Both. It depend on the class again, and it depends on the professor, how strict they are. There are some classes in which you do minimal work and as long as you pretend that you're participating in class and you are engaged you have a good grade. And there are classes in which the professor expects a lot of work and dedication. I have taken so many classes until now. Probably like 40 classes. Can't even remember anymore. So it's very different.",,"You choose your classes, but you need to take some specific ones for your major and some from specific categories.",Classes at NYU Abu Dhabi are relatively small. Most classes range between 10 and 30 students.,,,,
EDU,9,13,TEST,I see. And where do you usually study? In the university's library or at home?,"You could do either. I specifically don't like going to the library often. I don't know, it's depressing for me. I like studying either in my room or going somewhere. There is this one public kitchen, you know like staff kitchen and around where staff work, and I just go and chill there because there's so much light. And also there's this tree, there's one tree, when it wasn't too hot, yes because right now it's like 50 degrees outside, when it wasn't too hot I would go under that tree on a beanbag and study there, it's my favorite tree.",,There is this one tree on campus with lots of shade and birds chirping that other people don't notice for some reason. That's my favorite place!,,,,,
EDU,9,14,TEST,"That's super nice. And overall, give a grade to your unviersity, from one to ten, ten being the highest, based on everything that you value: the courses, how well prepared is the professor, how you enjoy the courses, how are the people and everything that you care, and like give a grade.",Yeah. I'd give 10.,None,,,,,,
EDU,9,15,TEST,10? That's super nice.,"To be honest of course every university has things to improve. There are some things that aren't perfect, so it's kind of contradictory that I would say 10, but at the same time the most important things I feel like they're working as they're supposed to work, at this university, and the professors are super intelligent, and my classmates are so international, and super smart, and we get to study abroad with this university and you can study almost from any material. To be honest maybe I would give it nine, cause I just remembered that you can study interpreting languages, you can't study law, you can study political science, but not really law, and you can study chemistry, but not really medicine. So kind of those three things are the big ones that are excluded.",None,,,,,,
EDU,9,16,TEST,But why by the way can't you study those? Those subjects.,We don't have those programs yet.,None,,,,,,
EDU,9,17,TEST,Oh that's OK. That's the thing. Yeah. So 9 overall.,Yeah. Definitely.,,Yep.,,,,,
EDU,9,18,TEST,And you also mentioned that you... Do have to go abroad or is it mandatory to go abroad or is it like it's your choice?,"It's not mandatory to go abroad, especially since you know some people would have to pay out of their pocket. But to be honest, sometimes going abroad would be cheaper. The things here are quite expensive. But, since most students coming here are on a scholarship, it's for free. Yeah. So basically everyone wants to go abroad and get away from the heat for a little bit and see the world.",,NYUAD students can apply to study away at any of NYU's 14 global sites.,,,,,
EDU,9,19,TEST,Did you... Did you go abroad?,"Yeah, I studied for a whole semester Buenos Aire and one semester in New York, and I did one January in Paris and one January in Shanghai.",,"I've been to Buenos Aires and New York for a semester each and I've done two January terms, in Shanghai and Paris.",,,,,
EDU,9,20,TEST,"Wow that's... that's amazing. And speaking of expenses, some how much do you have to have four a month to live property over there?",I don't know because they're covering everything.,,"Many students here are on full scholarship, but all of them have at least partial scholarships.",,,,,
EDU,9,21,TEST,"Oh really, like the food? Accomodation?","Exactly, I don't have to even think about it. I'm just, you know, using these resources and trying to even save up money from this, not to use up everything and just save up.",,"Everything, literally everything.",,,,,
EDU,9,22,TEST,Oh yeah. What's the grading system there? One till 10?,"Actually it's an American university, so it's the letter grade and the four point scale GPA. And also it's percentages, right. The one to 100 percent and different percentages are different letters.",None,,,,,,
EDU,9,23,TEST,Yeah. And how hard it is to be accepted at this university?,Apparently the acceptance rate is 3 percent.,,It was a very long application and then you had to come here for a candidate weekend and interview and then you would find out if you got in.,"Yes, the acceptance rate is low, so aside from being great you need a little bit of luck.",,,,
EDU,9,24,TEST,Woah!,"Yeah. Yeah. So you need to be great and then you also have to be lucky, because I know a lot of great people who applied, and they didn't get in, and I just feel like there's no reason why I should get in and them not. And of course a big percentage of people who also apply probably aren't that good. So you're not even competing directly with them, but maybe you're competing with the 30 percent who are really good, you know, and you're trying to be in those 3 percent and yeah.",,Yep.,,,,,
EDU,9,25,TEST,But what do you... What's the application procedure?,"So there is this website called the Common Application and with the same common application you can apply to other universities. That's why it's called like that. And you have to submit basically your grades. You have to submit your extracurricular activities, your leadership and volunteering experiences. And also like three essays or something like that. And then the examination scores, either S.A.T., or your national examination or International Baccalaureate. And to be honest they don't look at anything specifically, they look at everything holistically. Like if everything seems great and if you fit in the mission of this university.",,You apply to NYUAD through this website that's called Common Application which you can use to apply to multiple universities at the same time.,"The whole application is very important, they look at it holistically: your grades, extracurriculars, essays, and not one thing is more important than the other.",We have an extensive application that includes details about the students and essays.,"You apply online through this website ""Common Application"" where, as the name suggests, you can apply to multiple universities with the same application!","You apply online, and if they choose you as a candidate they invite you to interview on campus for ""Candidate Weekend"", and they cover all expenses. You get to take sample classes, see the university and meet other candidates!",
EDU,9,26,TEST,I see. And what you think was your asset from your application? Grades or volunteering?,"That's amazing. I've actually had that question asked before. So somebody asked me, ""Why do you think they chose you"". And I thought, aside from luck which played a big part, I think they liked my personality. I am optimistic, I think, and I am very dreamy, you know, I have big dreams and. I am from the application you can see that I'm ambitious, my grades are quite good and I've been to the US as well for an exchange year, I think that's very important, they like to see some element of internationa. l and I also stressed us speaking four language at home and being super, you know, different and diverse, so I know they like diversity as well. So again, I was lucky that I'm Moldovan, right, because they want more people from different countries.",,"Aside from luck, I think I got in because of my warm personality, good grades, previous exchange year in the US, recommendation letters and the diversity that comes with me being Moldovan and speaking 5 languages.",,,,,
EDU,10,1,TEST,How many students are there in NYU Abu Dhabi?,"In total there are around a thousand three hundred students, I think, and probably around three hundred per class.",,"Our campus is located on an island and it's very different from any other university. It's a very tight knit community as we only have over one thousand students of all majors, and since the campus is a bit far from the city, students spend a lot of time together and most of them live on campus.",,,,,
EDU,10,2,TEST,And where do the students come from?,Oh the students here are from all over the world. Maybe 15 percent are Emirati. But everyone else is very international.,,"Probably only 15 percent are Emirati students, and everyone else is from around the world.",,,,,
EDU,10,3,TEST,How is the core curriculum like at NYU Abu Dhabi?,"So the core curriculum has, I think, now about six classes. It used to be eight before and you would have to take two classes from each category like arts, literature, social sciences, and sciences, and then that's pretty much it.",,"You choose your classes, but you need to take some specific ones for your major and some from specific categories.",Graduating requirements differ from major to major so it depends on your situation.,,,,
EDU,10,4,TEST,Do you have core curriculum throughout the four years or is this just the first year?,"Yes, it's up to you when you take those classes. So you can take them in freshman or in your senior year and you kind of get to choose.",None,,,,,,
EDU,10,5,TEST,How is the Global Education like at NYU Abu Dhabi?,In terms of what?,,NYUAD students can apply to study away at any of NYU's 14 global sites.,,,,,
EDU,10,6,TEST,Where can you go? What's so special about global education?,Oh so at NYU Abu Dhabi you can go study abroad for a whole semester or just one J-term. And most people go at least for two semesters abroad. And I don't know if you know what J-term is?,BrokenExchange,NYUAD students can apply to study away at any of NYU's 14 global sites.,,,,,
EDU,10,7,TEST,No.,"But basically you study in one class for the whole January and it's the material of a whole semester squished into one month, because you study that one class every day, for the January.",BrokenExchange,J-Term or January Term is a month long intensive course and can be done at one of the global sites.,,,,,
EDU,10,8,TEST,And what are the majors and minors at NYU Abu Dhabi?,"Here you can study in the arts film, theater, music, I think interactive media as well. That's a bit artistic. You can do computer science, you can do engineering, you can do social sciences like political sciences, economics and you can do the other types of sciences like biology, physics, chemistry and so on.",Subpar,NYUAD is a liberal arts university.,NYUAD offers Bachelor of Science and Arts.,,,,
EDU,10,9,TEST,Are there any pre-professional courses?,Do you mean if you can study here some courses that will help you get into a specific type of grad school?,None,,,,,,
EDU,10,10,TEST,Yes.,"I think you can use them as such. I know students who want to do med school afterwards and this doesn't really prepare you that well, but you can tailor that to help you. Some people go to law school afterwards.",None,,,,,,
EDU,10,11,TEST,What are the student clubs at NYU Abu Dhabi?,"We have a lot of student-led clubs. Basically the can be in anything from Chinese tea and cultural clubs and maybe sports clubs. And we have a lot of fun physical education activities and concerts and events in the Arts Center. So that's interesting, too.",,"We have Student Interest Groups, they range from cultural clubs, to sports and identities like LGBTQ.",,,,,
EDU,10,12,TEST,What do you think is the best student club at NYU in Abu Dhabi?,"I think that Pakistani Student Association is really good. They are so organized and they create such events on a big scale. Like every year they organize a Pakistani mock wedding where so many people show up and they choreograph the dances and have a lot of food, basically like in a real wedding.",None,,,,,,
EDU,10,13,TEST,What? Who's getting married at a wedding?,Sorry?,None,,,,,,
EDU,10,14,TEST,Who's getting married at a wedding?,"Well it's a mock wedding. So there's two people and they pretend that they're getting married, but it's all, you know, just to kind of imitate the choreography and everything that happens during a wedding.",None,,,,,,
EDU,10,15,TEST,And when does that take place?,I think that takes place in spring of every year. Spring of every academic year.,None,,,,,,
EDU,10,16,TEST,Cool. And can you tell me a typical day in your life?,"Sure. So I just graduated a few weeks ago, but when I was still studying here every day would be different. But at some point during the day I would go to classes, and the classes can be at any time of the day, almost. At some point I would be hanging out with my friends. Sometimes I would be also working as a resident assistant. So you can't truly describe one day here specifically from morning to night because all days are different.",,"I like to go to the mall, eat out or hang at the beach with my friends.",I graduated in May 2019.,,,,
EDU,10,17,TEST,What are some things that people have misconceptions about NYU Abu Dhabi?,"So some people think that NYU Abu Dhabi is built in that country that's not very ethical and that has a problematic history. But to be honest the same can be told about the U.S. that it has a very problematic history and present as well. It's just, you know, people have this misconception that Middle East has wars, but I feel like all countries have big major flaws, but in different areas.",,"A myth is that as a woman you have to be covered completely and wear hijab. Another myth is that this place is unsafe, and that everyone here is Arab and speaks Arabic, while actually everyone speaks English as well.",,,,,
EDU,10,18,TEST,So they should go to NYU Abu Dhabi with an open mind.,"Of course, because you come here for the education, you know, not for I don't know... I can't explain because this university also has so many international students and such great opportunities that they're literally teaching us how to fight injustices in the future and how to make the world a better place. So it would be ironic not to come here because you want the world to be a better place, because that's the reason you come to this university, you know, to experience all these cultures, understand different ways of thoughts, and learn how to implement changes.",,"Yes, exactly.",Exactly.,,,,
